GESTION;2017;;;;;;;
TYPE BUDGET;Budget général;;;;;;;
;;;;; Données;;;
Conseil et contrôle de l'État;126;2;21;Rémunérations dactivité;5 674 035;5 131 031;5 674 035;5 131 031
Conseil et contrôle de l'État;126;2;22;Cotisations et contributions sociales;1 370 066;2 014 951;1 370 066;2 014 951
Conseil et contrôle de l'État;126;2;23;Prestations sociales et allocations diverses;155 000;156 140;155 000;156 140
Conseil et contrôle de l'État;126;2;31;Dépenses de fonctionnement autres que celles de personnel;2 584 918;2 584 918;2 584 918;2 584 918
Conseil et contrôle de l'État;126;2;51;Dépenses pour immobilisations corporelles de lÉtat;2 100 000;1 500 000;850 000;850 000
Conseil et contrôle de l'État;126;3;21;Rémunérations dactivité;615 313;590 985;615 313;590 985
Conseil et contrôle de l'État;126;3;22;Cotisations et contributions sociales;154 973;170 645;154 973;170 645
Conseil et contrôle de l'État;126;3;23;Prestations sociales et allocations diverses;44 029;11 710;44 029;11 710
Conseil et contrôle de l'État;126;3;31;Dépenses de fonctionnement autres que celles de personnel;460 000;460 000;460 000;460 000
Conseil et contrôle de l'État;164;21;21;Rémunérations dactivité;25 746 415;25 640 583;25 746 415;25 640 583
Conseil et contrôle de l'État;164;21;22;Cotisations et contributions sociales;12 935 381;13 105 398;12 935 381;13 105 398
Conseil et contrôle de l'État;164;21;23;Prestations sociales et allocations diverses;147 105;170 794;147 105;170 794
Conseil et contrôle de l'État;164;21;31;Dépenses de fonctionnement autres que celles de personnel;1 400 000;1 400 000;1 400 000;1 400 000
Conseil et contrôle de l'État;164;22;21;Rémunérations dactivité;10 489 787;10 442 118;10 489 787;10 442 118
Conseil et contrôle de l'État;164;22;22;Cotisations et contributions sociales;5 299 774;5 387 402;5 299 774;5 387 402
Conseil et contrôle de l'État;164;22;23;Prestations sociales et allocations diverses;63 898;73 667;63 898;73 667
Conseil et contrôle de l'État;164;23;21;Rémunérations dactivité;39 644 710;39 686 108;39 644 710;39 686 108
Conseil et contrôle de l'État;164;23;22;Cotisations et contributions sociales;20 093 582;20 447 708;20 093 582;20 447 708
Conseil et contrôle de l'État;164;23;23;Prestations sociales et allocations diverses;241 268;277 949;241 268;277 949
Conseil et contrôle de l'État;164;24;21;Rémunérations dactivité;22 922 165;22 914 305;22 922 165;22 914 305
Conseil et contrôle de l'État;164;24;22;Cotisations et contributions sociales;11 580 134;11 814 621;11 580 134;11 814 621
Conseil et contrôle de l'État;164;24;23;Prestations sociales et allocations diverses;139 872;160 959;139 872;160 959
Conseil et contrôle de l'État;164;25;21;Rémunérations dactivité;4 706 854;4 691 796;4 706 854;4 691 796
Conseil et contrôle de l'État;164;25;22;Cotisations et contributions sociales;2 370 278;2 405 838;2 370 278;2 405 838
Conseil et contrôle de l'État;164;25;23;Prestations sociales et allocations diverses;27 639;31 895;27 639;31 895
Conseil et contrôle de l'État;164;26;21;Rémunérations dactivité;3 079 055;3 086 874;3 079 055;3 086 874
Conseil et contrôle de l'État;164;26;22;Cotisations et contributions sociales;1 549 930;1 579 011;1 549 930;1 579 011
Conseil et contrôle de l'État;164;26;23;Prestations sociales et allocations diverses;17 641;20 683;17 641;20 683
Conseil et contrôle de l'État;164;27;21;Rémunérations dactivité;15 898 872;17 221 721;15 898 872;17 221 721
Conseil et contrôle de l'État;164;27;22;Cotisations et contributions sociales;8 569 098;9 626 173;8 569 098;9 626 173
Conseil et contrôle de l'État;164;27;23;Prestations sociales et allocations diverses;112 737;171 399;112 737;171 399
Conseil et contrôle de l'État;164;27;31;Dépenses de fonctionnement autres que celles de personnel;28 928 013;28 355 000;25 750 000;23 165 000
Conseil et contrôle de l'État;164;27;51;Dépenses pour immobilisations corporelles de lÉtat;500 000;485 000;500 000;485 000
Conseil et contrôle de l'État;164;27;52;Dépenses pour immobilisations incorporelles de lÉtat;300 000;600 000;300 000;600 000
Conseil et contrôle de l'État;164;27;64;Transferts aux autres collectivités;50 000;50 000;50 000;50 000
Conseil et contrôle de l'État;165;1;21;Rémunérations dactivité;16 764 471;17 441 122;16 764 471;17 441 122
Conseil et contrôle de l'État;165;1;22;Cotisations et contributions sociales;9 559 877;9 945 735;9 559 877;9 945 735
Conseil et contrôle de l'État;165;1;23;Prestations sociales et allocations diverses;124 793;129 830;124 793;129 830
Conseil et contrôle de l'État;165;2;21;Rémunérations dactivité;31 822 149;32 255 501;31 822 149;32 255 501
Conseil et contrôle de l'État;165;2;22;Cotisations et contributions sociales;18 146 463;18 393 581;18 146 463;18 393 581
Conseil et contrôle de l'État;165;2;23;Prestations sociales et allocations diverses;236 882;240 107;236 882;240 107
Conseil et contrôle de l'État;165;3;21;Rémunérations dactivité;99 377 481;102 075 858;99 377 481;102 075 858
Conseil et contrôle de l'État;165;3;22;Cotisations et contributions sociales;56 669 644;58 208 383;56 669 644;58 208 383
Conseil et contrôle de l'État;165;3;23;Prestations sociales et allocations diverses;739 758;759 845;739 758;759 845
Conseil et contrôle de l'État;165;4;21;Rémunérations dactivité;7 131 521;7 228 637;7 131 521;7 228 637
Conseil et contrôle de l'État;165;4;22;Cotisations et contributions sociales;4 066 724;4 122 104;4 066 724;4 122 104
Conseil et contrôle de l'État;165;4;23;Prestations sociales et allocations diverses;53 086;53 810;53 086;53 810
Conseil et contrôle de l'État;165;5;21;Rémunérations dactivité;10 271 996;10 411 879;10 271 996;10 411 879
Conseil et contrôle de l'État;165;5;22;Cotisations et contributions sociales;5 857 567;5 937 336;5 857 567;5 937 336
Conseil et contrôle de l'État;165;5;23;Prestations sociales et allocations diverses;76 464;77 505;76 464;77 505
Conseil et contrôle de l'État;165;6;21;Rémunérations dactivité;24 318 820;24 610 380;24 318 820;24 610 380
Conseil et contrôle de l'État;165;6;22;Cotisations et contributions sociales;13 956 354;14 033 979;13 956 354;14 033 979
Conseil et contrôle de l'État;165;6;23;Prestations sociales et allocations diverses;180 736;183 198;180 736;183 198
Conseil et contrôle de l'État;165;6;31;Dépenses de fonctionnement autres que celles de personnel;67 386 841;69 975 683;57 052 152;57 666 800
Conseil et contrôle de l'État;165;6;51;Dépenses pour immobilisations corporelles de lÉtat;7 929 785;8 124 488;6 479 785;6 483 200
Conseil et contrôle de l'État;165;6;52;Dépenses pour immobilisations incorporelles de lÉtat;600 000;3 740 000;300 000;850 000
Conseil et contrôle de l'État;165;6;64;Transferts aux autres collectivités;250 000;0;250 000;0
Conseil et contrôle de l'État;165;7;21;Rémunérations dactivité;15 031 853;16 432 165;15 031 853;16 432 165
Conseil et contrôle de l'État;165;7;22;Cotisations et contributions sociales;8 571 859;9 370 382;8 571 859;9 370 382
Conseil et contrôle de l'État;165;7;23;Prestations sociales et allocations diverses;111 896;122 320;111 896;122 320
Conseil et contrôle de l'État;340;1;21;Rémunérations dactivité;248 904;286 141;248 904;286 141
Conseil et contrôle de l'État;340;1;22;Cotisations et contributions sociales;123 038;117 033;123 038;117 033
Conseil et contrôle de l'État;340;1;23;Prestations sociales et allocations diverses;900;970;900;970
Conseil et contrôle de l'État;340;1;31;Dépenses de fonctionnement autres que celles de personnel;150 000;100 000;150 000;100 000
Crédits non répartis;551;1;21;Rémunérations dactivité;11 445 751;0;11 445 751;0
Crédits non répartis;552;1;31;Dépenses de fonctionnement autres que celles de personnel;324 000 000;324 000 000;24 000 000;24 000 000
Culture;131;1;32;Subventions pour charges de service public;267 869 304;275 232 387;267 869 304;275 232 387
Culture;131;1;51;Dépenses pour immobilisations corporelles de lÉtat;5 700 000;22 000 000;8 540 000;15 050 000
Culture;131;1;61;Transferts aux ménages;652 000;652 000;652 000;652 000
Culture;131;1;62;Transferts aux entreprises;76 738 313;83 402 999;76 244 417;79 178 489
Culture;131;1;63;Transferts aux collectivités territoriales;38 369 157;35 744 142;38 122 208;43 548 169
Culture;131;1;64;Transferts aux autres collectivités;270 512 147;278 009 996;268 027 509;273 165 785
Culture;131;1;72;Dotations en fonds propres;9 566 000;10 166 000;16 966 000;13 366 000
Culture;131;2;31;Dépenses de fonctionnement autres que celles de personnel;3 933 570;4 331 899;3 800 000;4 300 000
Culture;131;2;32;Subventions pour charges de service public;11 362 413;12 035 357;11 362 413;12 035 357
Culture;131;2;51;Dépenses pour immobilisations corporelles de lÉtat;6 086 834;21 586 834;6 026 834;8 266 834
Culture;131;2;61;Transferts aux ménages;800 000;800 000;800 000;800 000
Culture;131;2;62;Transferts aux entreprises;8 250 400;9 746 870;8 763 361;8 284 840
Culture;131;2;63;Transferts aux collectivités territoriales;7 012 840;5 848 122;7 448 858;10 721 557
Culture;131;2;64;Transferts aux autres collectivités;27 433 610;33 139 358;29 805 440;29 727 953
Culture;131;2;72;Dotations en fonds propres;2 960 000;2 960 000;2 960 000;2 960 000
Culture;175;1;31;Dépenses de fonctionnement autres que celles de personnel;30 118 776;30 228 620;30 098 268;30 207 858
Culture;175;1;32;Subventions pour charges de service public;9 848 553;12 338 082;9 848 553;12 338 082
Culture;175;1;51;Dépenses pour immobilisations corporelles de lÉtat;92 803 204;108 965 374;72 993 948;73 975 248
Culture;175;1;61;Transferts aux ménages;16 297 824;17 710 628;17 773 884;15 464 164
Culture;175;1;62;Transferts aux entreprises;15 894 607;20 976 820;12 661 311;15 531 303
Culture;175;1;63;Transferts aux collectivités territoriales;98 216 503;100 651 681;107 021 918;109 801 428
Culture;175;1;64;Transferts aux autres collectivités;25 751 801;25 095 180;25 226 551;23 551 069
Culture;175;1;72;Dotations en fonds propres;60 553 248;59 794 588;48 484 588;54 949 395
Culture;175;2;31;Dépenses de fonctionnement autres que celles de personnel;2 774 000;476 172;2 874 000;476 172
Culture;175;2;32;Subventions pour charges de service public;16 485 603;17 289 889;16 485 603;17 289 889
Culture;175;2;64;Transferts aux autres collectivités;8 910 750;13 170 750;8 910 750;13 160 750
Culture;175;2;72;Dotations en fonds propres;685 313;685 313;685 313;685 313
Culture;175;3;31;Dépenses de fonctionnement autres que celles de personnel;20 350 091;11 359 868;14 009 047;14 697 701
Culture;175;3;32;Subventions pour charges de service public;263 409 875;272 251 524;263 409 875;272 251 524
Culture;175;3;51;Dépenses pour immobilisations corporelles de lÉtat;10 612 342;16 032 342;11 897 145;16 237 145
Culture;175;3;63;Transferts aux collectivités territoriales;15 330 000;17 330 000;16 330 000;16 330 000
Culture;175;3;64;Transferts aux autres collectivités;10 161 100;10 904 709;10 161 100;10 904 709
Culture;175;3;72;Dotations en fonds propres;23 718 604;43 596 549;22 718 604;29 596 549
Culture;175;4;31;Dépenses de fonctionnement autres que celles de personnel;12 295 106;12 345 454;11 520 251;12 345 454
Culture;175;4;32;Subventions pour charges de service public;170 000;170 000;170 000;170 000
Culture;175;4;51;Dépenses pour immobilisations corporelles de lÉtat;25 702 477;18 046 650;11 086 314;11 048 487
Culture;175;4;63;Transferts aux collectivités territoriales;4 000 000;0;3 998 689;0
Culture;175;4;64;Transferts aux autres collectivités;1 647 500;4 000 000;1 647 500;3 998 689
Culture;175;4;65;Appels en garantie;0;1 552 500;0;1 552 500
Culture;175;7;31;Dépenses de fonctionnement autres que celles de personnel;50 000;50 500;50 000;50 500
Culture;175;7;64;Transferts aux autres collectivités;2 934 833;3 134 833;2 934 833;3 134 833
Culture;175;8;32;Subventions pour charges de service public;50 000;50 000;50 000;50 000
Culture;175;8;51;Dépenses pour immobilisations corporelles de lÉtat;3 046 448;3 046 448;3 046 448;3 046 448
Culture;175;8;63;Transferts aux collectivités territoriales;2 177 118;2 177 118;2 177 118;2 177 118
Culture;175;8;64;Transferts aux autres collectivités;1 115 702;1 700 000;1 115 702;1 700 000
Culture;175;8;72;Dotations en fonds propres;2 468 745;2 968 745;2 468 745;2 968 745
Culture;175;9;31;Dépenses de fonctionnement autres que celles de personnel;159 000;160 590;159 000;160 590
Culture;175;9;32;Subventions pour charges de service public;78 500 000;79 500 000;78 500 000;79 500 000
Culture;175;9;51;Dépenses pour immobilisations corporelles de lÉtat;0;0;2 000 000;0
Culture;175;9;63;Transferts aux collectivités territoriales;14 735 652;18 700 000;18 700 000;16 735 652
